,Score
2376,6.36
13208,Unknown
8551,6.79
3839,5.55
11911,Unknown
1246,6.69
7504,6.94
11483,Unknown
6511,7.31
13279,7.45
11886,6.59
16841,7.68
14473,6.94
5439,6.13
10759,Unknown
11615,Unknown
10229,Unknown
6493,4.29
8964,Unknown
13572,Unknown
10681,6.94
11754,6.75
17330,Unknown
14875,7.1
10738,Unknown
5510,8.0
5330,5.85
15389,Unknown
4531,Unknown
9866,7.45
365,7.42
15316,5.81
12089,Unknown
12519,Unknown
17544,Unknown
147,6.91
1668,6.18
11280,Unknown
16573,Unknown
7650,5.15
8599,Unknown
11698,6.97
7788,6.03
3456,7.54
14378,Unknown
12374,Unknown
11768,6.41
3271,Unknown
4940,5.42
9223,Unknown
15294,5.42
6230,7.37
14784,7.13
16613,5.94
13727,5.41
14916,Unknown
14802,6.43
15351,Unknown
9047,6.33
3926,8.02
16193,7.16
8080,6.83
78,7.31
7088,6.22
2247,7.11
15617,6.38
16257,Unknown
775,5.92
11041,5.51
16871,Unknown
15682,6.03
7451,6.07
8980,Unknown
2279,6.66
8123,6.44
12287,Unknown
3897,6.16
15247,Unknown
7177,8.03
9312,5.37
6172,6.02
3631,6.98
16341,5.5
6272,Unknown
8616,3.09
392,6.92
3191,6.07
16,7.76
16328,Unknown
4200,5.68
2672,7.21
17182,6.68
14889,Unknown
6164,7.22
15540,Unknown
3493,6.98
14236,7.25
9651,Unknown
16057,7.72
16135,6.02
7394,6.63
4839,7.7
593,7.13
12027,Unknown
4719,6.38
13875,Unknown
8737,Unknown
5827,5.64
10749,Unknown
7961,6.48
12916,4.93
12470,6.57
5887,7.61
2355,6.39
6036,6.59
4798,7.22
10634,Unknown
4795,6.1
4592,6.13
11234,7.32
8656,6.0
163,8.12
671,8.12
4268,7.48
14308,8.14
17386,7.23
7380,6.18
14828,Unknown
17527,Unknown
10201,Unknown
6356,5.12
11276,Unknown
14400,Unknown
9092,Unknown
5542,6.46
6007,6.6
7993,6.99
7638,Unknown
6793,7.21
10900,5.99
7758,5.44
4837,2.77
2293,6.19
6548,7.36
7898,4.91
13885,6.68
4481,7.15
13494,6.22
12797,6.4
3716,5.73
10837,4.8
6140,Unknown
9956,6.38
16202,Unknown
1549,5.1
11221,7.03
10331,5.13
14490,Unknown
14854,5.7
14818,Unknown
2044,6.72
767,6.55
5693,7.59
7870,Unknown
9700,5.5
7857,Unknown
3302,5.7
4517,6.47
12411,5.14
16780,6.41
15291,Unknown
3292,6.01
9011,7.89
1403,7.02
1382,7.22
10340,Unknown
6928,6.37
5671,Unknown
1638,6.45
14083,Unknown
8800,Unknown
6907,6.49
8591,Unknown
6406,5.24
9074,Unknown
11757,Unknown
12477,8.23
1179,6.75
5448,6.88
12436,5.42
13410,Unknown
15615,5.49
10322,Unknown
5078,7.65
8648,Unknown
16421,6.42
5175,6.77
10142,5.79
13564,Unknown
689,7.03
3850,7.52
6525,6.86
17420,Unknown
6488,6.59
15113,Unknown
10145,5.93
13828,7.22
7154,6.7
16449,5.47
6610,6.72
10902,Unknown
16230,5.63
16274,Unknown
4349,2.5
12330,Unknown
1884,6.23
16382,Unknown
17045,Unknown
2494,6.33
5947,Unknown
3036,5.74
5777,Unknown
11795,Unknown
845,6.98
8734,Unknown
11916,7.91
12379,6.08
11871,Unknown
12415,Unknown
7967,Unknown
16071,6.8
14267,7.1
7340,6.27
13891,Unknown
536,6.07
15671,Unknown
7137,4.74
2964,5.62
2529,7.11
5772,6.72
1048,6.95
7045,6.07
1960,7.21
2530,7.16
11138,6.18
14716,6.08
8429,7.57
4917,6.16
14671,8.52
9325,6.88
15168,Unknown
5901,6.16
8286,6.43
4259,5.01
13600,Unknown
15157,7.42
14588,Unknown
16239,Unknown
16368,5.67
5656,6.15
12553,Unknown
6097,7.41
5907,7.31
7373,7.14
2978,7.38
4225,4.96
7002,5.03
6721,6.64
7842,7.71
16947,Unknown
12686,6.42
8264,Unknown
7693,Unknown
13235,5.76
15366,Unknown
12111,Unknown
3138,6.51
8325,6.66
17502,6.41
13981,Unknown
12265,7.44
16926,Unknown
11421,Unknown
1826,6.91
5548,5.97
8785,7.4
10917,Unknown
12329,Unknown
560,7.8
4107,6.26
12777,Unknown
8435,6.57
5435,4.72
4437,Unknown
10382,Unknown
8597,6.05
1442,5.71
8453,Unknown
4406,6.86
17171,Unknown
1689,6.57
17455,Unknown
9917,5.53
16692,Unknown
13122,Unknown
5962,7.27
2496,6.86
15304,Unknown
15096,Unknown
14298,7.55
15497,5.43
340,7.47
2408,5.48
9793,6.13
15084,7.13
15816,6.39
5782,6.48
4576,Unknown
3725,4.99
10748,Unknown
2785,6.23
9715,Unknown
16305,6.38
17061,Unknown
1012,6.8
5280,6.63
4895,6.42
9958,6.15
12743,5.48
7121,7.0
6549,6.03
4037,Unknown
16088,4.63
148,8.53
285,6.16
17274,Unknown
8555,7.07
13559,Unknown
12135,Unknown
15911,5.8
9732,8.29
12917,Unknown
6770,6.6
4443,5.88
7446,Unknown
236,6.67
17219,Unknown
10754,Unknown
7123,6.48
16252,Unknown
10123,Unknown
13711,Unknown
12944,6.08
3083,6.46
17211,Unknown
10294,Unknown
632,6.59
6813,6.51
2493,6.58
2665,6.75
16087,7.36
12598,7.09
16194,Unknown
15935,Unknown
10526,Unknown
10060,5.55
14788,Unknown
11811,Unknown
13753,Unknown
12075,5.46
16047,Unknown
4211,7.29
14109,Unknown
9686,5.89
10593,Unknown
3874,8.05
9424,Unknown
10853,8.0
2817,6.31
15627,6.91
17266,6.98
5249,6.22
8533,6.17
7426,Unknown
12345,7.34
16306,6.3
16051,5.97
11253,5.82
16894,Unknown
9777,7.43
1735,6.54
7397,6.09
11015,Unknown
14484,6.6
4255,5.48
15666,6.89
2475,Unknown
10756,Unknown
17545,Unknown
3713,6.08
15163,6.08
6704,6.36
1804,6.34
707,6.61
11238,6.71
16884,Unknown
5189,6.77
16434,7.97
5472,5.63
14983,5.72
72,7.79
14210,6.65
7843,6.55
12640,Unknown
14052,Unknown
13031,5.57
17276,Unknown
5101,7.6
6764,8.05
9382,7.37
14623,8.61
10793,Unknown
1125,6.05
1241,7.54
15598,Unknown
11794,6.47
2349,7.56
16357,Unknown
11543,4.86
13286,8.57
6602,Unknown
12200,6.24
15592,6.23
6780,4.8
9769,6.04
12098,6.31
11921,6.22
4358,6.23
14114,Unknown
1343,6.72
17548,Unknown
16422,5.71
7421,5.62
8632,Unknown
6652,7.47
1100,6.88
10829,6.82
9160,6.92
8841,5.24
9738,6.51
7327,7.04
7622,7.29
987,7.55
10658,5.62
2852,6.09
11695,Unknown
8853,Unknown
14996,5.54
630,6.36
12960,6.88
1249,6.24
3179,7.23
482,6.06
9776,5.59
15022,Unknown
12868,Unknown
14577,7.37
9654,Unknown
3040,6.96
5010,Unknown
16470,Unknown
7000,5.49
3273,5.4
15526,6.23
7227,Unknown
3683,5.54
6674,6.8
6807,6.45
12337,7.28
17344,Unknown
1316,7.26
13146,7.23
3225,6.53
1072,6.67
4815,7.67
16014,6.28
10823,5.61
15017,5.9
9852,5.35
5752,6.35
10617,4.94
13271,5.79
16835,Unknown
14094,7.42
4616,6.45
3097,6.55
12168,6.26
17096,Unknown
6869,6.94
1300,6.84
7285,Unknown
15222,4.46
6284,7.52
15950,6.72
14894,6.47
13673,6.2
9900,6.32
5495,6.52
5291,6.72
9600,Unknown
10037,Unknown
1798,8.09
12149,5.24
9667,6.6
5203,Unknown
8227,Unknown
5047,5.59
6441,6.68
8636,4.4
8105,Unknown
15600,Unknown
2359,6.49
7102,5.62
3654,5.23
14494,Unknown
7052,Unknown
16549,Unknown
11371,6.74
1286,7.07
16816,Unknown
4445,Unknown
11608,6.49
2137,7.32
6787,6.68
10828,6.8
12208,6.05
12289,Unknown
9873,5.75
15005,Unknown
17358,6.83
16119,Unknown
16672,Unknown
13959,6.37
15734,Unknown
13467,Unknown
6894,5.62
9884,7.15
16232,5.83
10733,Unknown
11827,Unknown
8564,Unknown
7151,7.04
963,5.27
6012,7.47
13645,5.3
14113,Unknown
4882,6.3
17335,Unknown
140,6.94
13076,Unknown
12611,6.12
12046,Unknown
4146,5.76
8906,6.32
14115,Unknown
6936,6.52
6542,5.75
5243,6.33
11380,6.86
10030,Unknown
4431,7.63
15833,Unknown
14954,Unknown
406,7.56
8212,7.1
9196,4.58
15852,Unknown
13178,Unknown
10603,7.05
10737,Unknown
16351,6.91
10582,6.19
9135,6.21
8234,Unknown
11022,Unknown
14051,Unknown
11563,8.21
11214,7.01
11556,5.25
4399,6.68
5252,6.1
11,8.52
4760,4.73
1177,7.29
15580,Unknown
14964,Unknown
10139,7.93
10693,7.31
13761,Unknown
2863,6.08
6471,5.8
12057,Unknown
6228,7.54
9218,6.6
12040,Unknown
2989,6.7
9153,6.2
11081,7.73
7117,7.34
11207,7.25
7010,7.5
11530,Unknown
14297,6.87
14437,Unknown
16214,7.01
14626,Unknown
11760,7.32
8927,Unknown
12592,Unknown
1440,6.93
17354,Unknown
14940,7.07
2875,6.75
12178,6.76
9108,7.0
2190,7.45
16525,7.57
12281,7.1
11339,6.51
7232,7.01
3726,6.11
2772,7.14
9816,Unknown
454,7.35
9013,5.77
8189,6.23
1367,7.82
3712,6.56
5450,6.68
1388,8.01
9042,4.05
15638,5.36
1000,6.12
14732,Unknown
7761,6.92
3553,6.66
4114,5.13
9829,7.27
1667,5.64
12781,Unknown
3173,6.31
15740,7.34
16425,6.55
9539,Unknown
17065,Unknown
488,7.04
3230,8.14
14924,Unknown
3828,5.62
10824,5.97
16394,7.48
12975,Unknown
5208,6.87
7848,7.14
11424,Unknown
5704,6.23
574,5.67
8133,Unknown
703,6.37
5105,6.34
16602,Unknown
3291,6.78
8125,Unknown
11865,6.23
10600,5.74
13380,7.41
9519,Unknown
3124,5.67
13965,7.08
14287,Unknown
13598,Unknown
16063,6.28
16718,5.92
16166,7.49
14275,Unknown
4909,6.78
4440,6.22
10055,Unknown
986,7.18
16593,Unknown
17148,6.37
15079,Unknown
16932,Unknown
17057,6.35
7705,7.37
15504,Unknown
12241,Unknown
6257,Unknown
11677,4.48
6089,6.96
10666,Unknown
15577,Unknown
5238,8.13
14646,Unknown
15552,6.3
12065,Unknown
1198,6.58
12373,Unknown
9710,Unknown
16773,6.49
13669,5.35
7519,Unknown
6812,7.25
9991,Unknown
9206,Unknown
8320,7.38
9556,7.16
10225,4.36
7175,7.21
4470,6.37
891,7.57
10985,6.55
1969,7.09
13647,Unknown
12595,Unknown
5757,7.57
6527,7.53
6294,6.5
12115,Unknown
13605,Unknown
7595,7.28
9110,7.22
3249,5.97
6570,6.41
6638,7.03
7351,7.37
16866,Unknown
15398,Unknown
9400,8.03
12060,6.86
7473,Unknown
12504,7.21
12257,5.8
125,7.24
5370,7.12
1239,6.45
2289,7.58
2740,6.59
8467,6.4
4585,Unknown
9227,Unknown
1229,6.47
15026,5.26
9200,5.86
16690,6.9
6980,Unknown
5178,5.52
12020,Unknown
10724,Unknown
4293,5.33
1058,6.11
6262,Unknown
15360,Unknown
11036,6.63
281,5.39
9235,6.89
9508,Unknown
14846,8.68
968,7.11
10573,8.22
3953,6.13
1939,6.7
16024,5.44
1274,5.91
619,7.29
16110,6.45
1742,7.44
1390,6.71
2203,6.09
14135,Unknown
9771,Unknown
9847,5.55
3568,6.33
10544,6.64
10404,6.26
15563,Unknown
6116,7.76
2734,6.78
6052,7.49
3178,7.46
3192,5.35
9499,Unknown
6099,6.55
7029,5.61
575,6.53
10552,Unknown
6656,8.35
7115,Unknown
13994,7.6
16536,6.82
15635,6.08
6276,7.54
9472,Unknown
3432,6.56
13149,Unknown
11083,5.6
5897,6.96
5724,7.04
10185,5.94
10831,6.55
269,6.73
629,5.8
11970,Unknown
3081,Unknown
3466,6.35
6430,5.61
3374,6.3
7062,6.3
12588,5.41
12215,6.1
17338,Unknown
5543,6.33
13760,6.43
10238,Unknown
4356,6.72
9444,5.68
16242,Unknown
2113,4.97
8219,Unknown
10232,Unknown
12120,5.07
17130,5.78
3216,6.32
13125,5.97
3814,5.67
8321,5.41
16271,Unknown
14296,Unknown
2278,7.19
4599,5.87
13,6.38
1646,7.28
12668,7.06
14139,6.31
1525,6.37
2365,6.79
4648,7.37
11244,Unknown
12197,5.51
15172,2.18
10532,4.89
374,7.7
16138,5.77
6477,6.33
525,7.4
9131,6.94
11561,7.6
13910,6.85
12765,7.09
6895,7.25
10339,Unknown
3591,6.84
16576,Unknown
11106,4.63
7904,7.39
2958,7.22
14356,7.23
11815,Unknown
529,6.56
15596,Unknown
3714,4.89
13579,Unknown
4732,7.24
9461,Unknown
12473,6.42
1394,7.35
13042,5.82
12201,6.93
12582,4.98
9989,Unknown
11171,7.31
9633,6.57
10574,Unknown
17449,Unknown
12003,5.99
5631,Unknown
15201,Unknown
15476,Unknown
9465,Unknown
6563,6.09
15976,Unknown
4703,6.23
15282,Unknown
1712,6.62
15921,Unknown
17361,Unknown
955,7.5
6675,6.05
3453,5.3
9579,Unknown
10971,5.62
12803,7.78
15140,7.06
8595,5.63
2071,5.9
956,7.04
10169,7.96
158,7.42
14036,Unknown
7005,Unknown
12080,5.46
13643,6.57
9094,5.91
352,7.19
13518,6.48
6078,7.79
6236,7.6
12732,7.58
12322,6.82
8946,4.36
14025,Unknown
11163,Unknown
16662,Unknown
9274,Unknown
2920,7.12
8503,6.95
15711,Unknown
4644,6.88
661,6.46
7057,6.24
10181,7.8
3665,5.45
7979,7.65
306,7.28
10527,Unknown
4790,7.83
2356,6.94
11894,5.93
11996,Unknown
1927,7.35
17275,Unknown
3427,5.73
8941,6.13
3638,6.39
15506,6.17
16122,Unknown
1266,7.13
13612,Unknown
1560,6.9
11148,Unknown
11787,4.64
10326,5.24
7179,8.07
15349,Unknown
15313,5.71
13258,6.27
4109,Unknown
13161,5.76
7867,Unknown
4904,6.33
7294,6.74
514,7.04
894,6.05
8601,6.82
21,7.45
11577,Unknown
17514,Unknown
899,4.97
207,6.18
16683,Unknown
458,7.66
10246,6.34
2430,6.5
8442,6.9
12398,6.48
13629,6.49
9299,5.81
3389,6.48
14171,6.86
9905,4.83
3911,6.39
5383,6.58
8907,Unknown
15729,Unknown
552,8.04
9631,6.89
10462,Unknown
15718,Unknown
3144,6.14
6917,Unknown
2056,6.1
1925,6.56
634,6.56
6082,Unknown
8508,6.42
16960,6.28
17298,Unknown
13616,Unknown
8619,4.96
16280,Unknown
105,6.91
3041,6.32
12430,7.88
10361,Unknown
1709,7.36
89,7.63
7014,6.59
15525,Unknown
10433,Unknown
3174,6.85
917,6.46
7833,Unknown
14451,6.97
6732,6.35
1949,7.02
12236,Unknown
14056,6.43
11040,Unknown
6368,6.07
1,8.39
8032,7.46
14331,Unknown
12529,7.02
6047,Unknown
9127,5.3
8905,6.09
2720,5.25
16019,6.03
14427,Unknown
13397,Unknown
13621,6.37
8783,6.11
15822,5.21
17413,Unknown
3117,7.76
11128,7.04
17118,6.3
10640,5.65
9768,5.92
13399,Unknown
3762,7.27
213,8.09
778,8.01
16854,Unknown
3496,5.79
4197,4.77
2043,6.85
15136,6.37
8920,7.37
5420,6.21
6154,6.02
9759,6.73
8357,7.23
12894,Unknown
11758,Unknown
16445,7.65
12625,6.24
13631,Unknown
10205,5.07
8465,Unknown
12052,Unknown
4167,5.74
10960,5.52
3788,7.36
13375,Unknown
8586,6.45
583,7.06
5463,6.41
17547,Unknown
116,8.33
6644,Unknown
5109,6.35
15061,6.65
16190,Unknown
7099,6.44
17375,8.18
16665,Unknown
8712,Unknown
1763,7.14
1875,6.71
13547,7.14
12157,5.23
11536,6.35
14790,5.45
10445,6.12
15069,7.2
3224,6.57
526,6.88
7725,Unknown
15251,5.78
2946,6.23
4473,5.39
12091,Unknown
5655,6.03
8884,Unknown
6059,7.94
959,5.98
12636,4.62
14722,Unknown
6342,5.98
14323,5.45
3633,Unknown
13997,Unknown
1050,5.72
8782,Unknown
8711,Unknown
3380,5.74
3676,6.17
5776,Unknown
984,6.01
6573,Unknown
5179,5.13
1607,6.78
3610,5.74
2255,7.23
6635,5.17
17559,Unknown
10001,5.17
15883,7.76
791,7.07
8984,Unknown
3056,7.6
10047,7.01
15522,7.04
1980,5.97
11425,Unknown
3598,5.87
933,6.92
12155,5.43
16294,Unknown
7424,6.97
5626,4.21
13698,6.52
15812,Unknown
14264,4.18
1682,7.15
16133,6.66
4179,5.11
12218,Unknown
13156,6.58
6446,6.79
4116,5.94
988,7.94
15963,Unknown
11703,Unknown
15083,8.23
11645,8.59
2896,7.18
3778,6.55
5658,5.88
11722,5.85
3093,7.59
3155,7.88
13261,Unknown
13998,Unknown
11393,6.7
1823,7.56
7027,6.21
1098,7.13
10396,Unknown
2844,7.07
9078,Unknown
3342,6.46
38,8.31
15848,6.45
6540,6.54
17028,Unknown
14288,Unknown
8707,6.79
3356,6.6
13025,5.25
9645,7.21
11745,Unknown
11801,7.38
14294,7.13
12857,6.76
10698,6.91
11186,5.88
12191,Unknown
14414,Unknown
15214,5.72
7813,Unknown
17339,Unknown
9098,7.6
8220,Unknown
16919,7.27
10699,Unknown
2428,Unknown
5043,5.2
5346,6.94
8954,Unknown
11939,Unknown
4811,6.3
8476,Unknown
686,6.87
4799,6.71
7437,7.26
2353,6.11
6353,6.42
11383,Unknown
4569,6.45
8213,7.0
2752,6.04
9077,7.39
8073,Unknown
14736,Unknown
9109,7.41
14859,5.19
1040,7.21
17161,7.02
13018,Unknown
7491,8.12
1265,6.43
12771,Unknown
1887,6.5
7059,6.12
13507,Unknown
277,6.32
5084,6.05
10276,Unknown
9437,Unknown
2382,7.46
571,6.45
1435,7.48
12094,Unknown
13281,6.71
9439,6.22
5352,6.65
12873,Unknown
11718,Unknown
14749,Unknown
10706,6.81
5445,6.73
1007,6.44
12962,Unknown
14700,Unknown
15191,Unknown
4543,6.79
12987,Unknown
7009,7.29
15582,Unknown
17264,Unknown
2064,7.22
13544,Unknown
1136,7.13
9882,6.66
11309,8.21
13836,Unknown
5343,Unknown
10177,5.29
294,6.73
9739,6.96
10204,6.35
8780,7.41
16077,5.17
11521,6.43
2403,6.43
10321,6.22
3998,5.81
9766,5.29
3741,6.67
11700,Unknown
6506,7.79
2719,6.44
16895,Unknown
12713,6.26
14870,Unknown
16370,6.87
2808,7.21
9017,Unknown
16106,6.36
2469,8.31
3738,5.69
13481,7.17
362,7.27
6924,6.27
14688,4.9
2139,5.21
7314,7.84
1312,6.34
6183,Unknown
11303,Unknown
1591,6.58
2396,5.63
14559,Unknown
9516,Unknown
5233,7.07
16611,Unknown
8987,Unknown
3020,7.49
9903,7.64
8228,Unknown
9105,5.48
13913,6.17
5295,Unknown
3972,6.85
14663,6.3
4133,5.74
974,7.41
7291,7.17
15585,Unknown
9752,Unknown
13774,Unknown
5016,6.06
10874,5.86
13239,Unknown
11873,Unknown
1933,7.23
4675,6.18
10222,4.66
892,6.54
7287,7.42
7906,7.48
14551,6.12
7657,Unknown
10106,6.55
11362,6.8
13832,5.21
726,6.48
7214,Unknown
8245,Unknown
15876,Unknown
14199,7.24
10745,5.1
7274,4.87
11593,6.98
1389,7.19
3564,8.24
9076,7.21
5429,5.5
17460,Unknown
16220,Unknown
14899,Unknown
15512,Unknown
14561,6.98
1868,7.12
8202,Unknown
806,6.79
4805,6.4
16551,Unknown
12260,Unknown
16840,Unknown
17526,Unknown
10426,5.73
9155,7.62
15152,6.27
4494,6.77
2632,6.15
14286,5.96
7832,8.0
14269,Unknown
145,7.41
2033,5.55
1165,6.21
11692,7.66
2050,6.48
10816,6.78
12676,5.32
3430,6.41
7069,Unknown
4361,5.58
10616,4.67
271,6.3
12984,7.81
8436,6.76
12316,Unknown
17374,5.87
9005,Unknown
17282,Unknown
3810,7.01
13919,5.65
15775,6.11
9996,Unknown
4346,5.25
545,6.25
8502,6.04
11713,5.74
15229,5.76
9323,6.84
13737,5.29
15520,Unknown
7564,6.68
15317,7.5
11779,8.03
6640,6.81
8230,Unknown
12651,Unknown
2983,6.58
13409,Unknown
2667,7.12
9374,8.16
614,7.33
4497,7.47
3294,6.38
6737,6.15
1500,7.42
9018,7.64
16809,6.86
15023,6.32
11122,6.5
4232,5.48
8820,Unknown
4430,7.62
12045,6.54
12182,Unknown
8592,7.48
4806,6.83
16660,Unknown
13849,Unknown
11918,7.12
15896,6.48
5319,6.71
7119,6.46
2421,6.08
1750,7.39
11344,7.14
12254,6.44
17328,6.12
338,6.3
11855,Unknown
1341,7.43
3640,6.46
3004,5.53
6960,5.43
4090,5.16
16314,Unknown
9650,Unknown
8363,Unknown
16992,Unknown
12418,7.68
13350,5.29
16694,6.73
9130,Unknown
60,8.03
1240,7.11
5136,6.06
2343,6.71
15048,6.14
2120,5.25
1524,6.56
7617,6.05
153,6.19
14536,Unknown
481,6.85
6122,Unknown
12652,6.03
12112,Unknown
15850,Unknown
1762,7.09
15826,5.93
15507,6.7
8942,6.76
7715,Unknown
4853,7.75
2711,6.69
11046,8.43
6819,6.05
13081,Unknown
11555,5.25
5941,5.62
3067,5.56
3629,6.61
3028,5.49
2969,5.95
11664,7.16
8646,7.81
15156,Unknown
16804,Unknown
4263,5.14
15646,6.55
7992,7.35
8041,5.73
15988,Unknown
1622,6.42
12875,Unknown
7184,7.31
5475,7.6
16458,5.54
8996,6.34
11372,5.53
8633,Unknown
1304,6.99
8428,6.82
4033,7.42
2599,6.16
12808,7.43
2573,6.65
3186,6.18
4831,8.34
16086,Unknown
2106,6.27
15517,6.04
12880,Unknown
17293,Unknown
7083,6.49
13192,Unknown
1279,7.29
13221,Unknown
804,8.05
14596,6.04
11382,Unknown
4566,5.73
17289,Unknown
15358,Unknown
4841,7.09
10112,Unknown
8705,6.5
13859,5.71
9106,5.44
3452,6.21
2198,7.19
16032,7.93
4425,6.78
6150,7.35
14289,5.92
822,7.02
15070,7.47
8356,6.37
12175,Unknown
15149,5.27
9503,Unknown
17157,Unknown
16708,6.11
13575,Unknown
3054,6.59
7218,6.21
6722,6.99
3300,6.01
8519,6.79
16380,6.8
10682,5.13
14295,Unknown
10998,Unknown
12600,6.27
11271,Unknown
17398,Unknown
7643,6.78
16438,5.78
14422,6.63
10093,Unknown
1481,6.11
4873,4.67
13087,Unknown
16002,Unknown
8038,5.45
12342,6.92
5797,5.25
11485,6.15
5232,6.45
6645,6.32
15534,6.28
5490,6.59
768,8.07
7311,5.9
17510,Unknown
2717,7.35
2079,7.81
951,7.04
2482,6.36
9181,6.19
1759,5.92
9984,Unknown
9916,Unknown
4243,5.99
13395,Unknown
4944,6.05
5588,Unknown
16241,Unknown
10395,Unknown
4757,5.96
4380,6.36
13472,5.48
12997,Unknown
5299,6.1
1990,Unknown
12312,Unknown
12951,Unknown
13490,7.52
4971,5.84
17337,Unknown
13226,5.43
6783,6.17
3600,7.1
17542,Unknown
8070,6.13
8577,7.67
7973,6.44
10314,Unknown
1625,5.79
7970,5.58
13224,4.85
4212,5.39
6456,5.3
9524,Unknown
11694,6.8
2708,8.27
6514,Unknown
4662,7.31
1854,8.06
3072,7.2
14755,Unknown
1645,6.45
3417,Unknown
3476,6.58
11053,6.25
1792,4.21
13718,Unknown
15114,Unknown
3797,6.13
3368,5.52
11559,Unknown
7196,6.13
11641,7.64
8795,Unknown
126,6.62
5959,5.29
13635,6.76
15343,Unknown
4451,6.22
7147,6.82
827,7.04
17259,Unknown
11473,5.46
7783,Unknown
10380,Unknown
17210,Unknown
2443,7.07
10541,4.89
16729,Unknown
814,6.83
12999,Unknown
11397,6.77
17139,Unknown
17385,Unknown
14153,Unknown
12298,6.21
5779,7.87
2116,7.68
793,7.35
10147,Unknown
6898,7.67
2674,6.72
16478,6.02
15770,5.79
3756,6.92
2891,7.13
14382,Unknown
3228,5.04
7863,Unknown
6359,6.08
16892,7.49
13429,Unknown
11104,5.05
13946,6.25
4612,6.95
2243,8.02
5373,6.14
2336,7.52
11260,8.49
1120,6.01
10789,5.9
419,6.73
922,7.17
9446,5.82
5408,7.76
5788,6.55
15374,Unknown
8389,6.0
1970,7.23
11302,Unknown
4018,8.44
3687,6.62
12790,Unknown
11246,Unknown
1248,7.78
2192,6.42
9184,6.51
4670,6.21
5984,6.41
6565,8.5
7804,5.88
11954,5.56
6943,6.69
9510,Unknown
10535,4.87
14060,Unknown
7577,8.78
77,7.46
15524,6.6
9064,6.11
8007,6.29
5951,Unknown
11157,6.73
3391,Unknown
5415,7.73
8162,Unknown
5256,6.13
3530,7.88
8567,Unknown
1908,4.49
16952,Unknown
235,6.64
12219,5.68
7984,Unknown
9310,6.67
3490,7.85
14231,6.31
10568,Unknown
1342,6.64
8512,6.69
1619,6.54
5287,Unknown
7041,6.09
2219,6.15
9865,5.21
16644,7.75
17040,Unknown
12977,Unknown
14594,7.57
6988,6.19
1917,6.77
1828,6.26
9765,Unknown
12607,Unknown
12941,7.33
6233,6.88
17012,Unknown
6283,4.47
4208,5.11
12819,Unknown
16608,7.02
9333,5.77
6469,6.58
13746,Unknown
15385,Unknown
13703,5.55
10954,6.56
846,7.95
5560,6.12
13234,Unknown
14309,8.34
13917,Unknown
117,8.21
8837,6.45
14043,6.33
8659,Unknown
16389,6.55
5342,Unknown
9111,Unknown
10787,Unknown
4324,6.87
2590,6.65
13046,5.89
13918,Unknown
10589,6.72
11613,7.59
6767,5.79
5622,5.97
1605,5.75
3812,6.78
14277,Unknown
10554,5.78
10167,Unknown
1761,6.79
15679,Unknown
2472,6.6
15913,Unknown
6738,Unknown
15728,Unknown
12199,7.62
7943,7.1
12910,Unknown
14369,7.39
6371,7.02
16616,Unknown
8258,Unknown
7561,7.51
9795,5.44
6168,6.29
11475,6.89
3596,6.71
6288,6.23
4632,6.71
15147,Unknown
16509,Unknown
6229,6.19
17127,5.51
10267,5.66
12772,Unknown
5750,Unknown
8152,Unknown
13503,6.19
3086,6.17
1906,6.37
6882,6.76
7673,Unknown
8172,Unknown
17086,Unknown
5870,5.97
5122,6.54
5126,5.6
13623,5.36
15034,Unknown
4621,5.6
6809,7.07
16748,7.57
15745,6.3
11479,6.45
2125,6.34
8150,6.5
8717,Unknown
13013,Unknown
55,7.3
302,7.27
14178,7.13
13568,6.96
4432,6.67
12394,7.28
10478,4.93
10453,7.95
5240,5.91
10488,7.59
16282,7.18
14124,Unknown
10160,Unknown
16907,6.52
6376,7.52
6981,Unknown
13716,Unknown
3900,6.49
17499,Unknown
12891,Unknown
11314,4.67
10161,5.59
4188,5.08
666,5.27
3266,6.05
8472,6.11
9911,6.16
12647,Unknown
11637,Unknown
6090,6.63
6238,7.57
15183,7.27
7350,7.35
6254,6.2
12234,6.59
12015,6.4
3818,6.52
6269,6.49
4300,7.17
5569,6.72
14388,6.19
7941,8.12
4164,5.76
16521,Unknown
7043,5.07
4892,6.34
10320,5.36
4854,5.95
4637,7.14
9550,Unknown
10209,4.63
6941,7.49
8017,5.76
9521,Unknown
6949,5.79
6881,5.49
13051,7.19
15781,6.23
4673,6.58
12173,Unknown
6996,Unknown
1252,5.83
11470,Unknown
15254,Unknown
10040,Unknown
4858,Unknown
8580,6.85
8427,5.62
10176,5.62
4363,7.36
10357,Unknown
16633,5.74
14489,7.93
7239,6.37
14430,Unknown
3419,Unknown
10015,Unknown
17228,7.14
4976,6.21
4544,6.52
12338,6.7
2048,6.81
5997,Unknown
15444,Unknown
13456,Unknown
4809,7.37
10916,Unknown
3636,6.09
15106,Unknown
5989,6.26
9860,8.6
12763,Unknown
15158,8.41
8175,Unknown
404,8.67
384,7.33
8702,6.67
7266,7.54
10344,Unknown
13772,6.71
6938,5.62
6970,6.94
4158,6.42
17141,Unknown
13550,Unknown
8415,5.17
2193,5.52
1015,7.14
5124,7.94
9,8.76
10136,Unknown
4804,6.76
16639,Unknown
5713,6.0
12677,5.55
1581,6.56
2779,5.98
13216,Unknown
